target_size_bytes,actual_size_bytes,round,logging_avg,logging_min,logging_max,logging_count,values
0,378.0,1,3.2159,2.3656,9.0487,500,"[0.009048700332641602, 0.003203153610229492, 0.0027055740356445312, 0.003289937973022461, 0.003767728805541992, 0.002965211868286133, 0.003178119659423828, 0.0032324790954589844, 0.003143787384033203, 0.0033533573150634766, 0.002557992935180664, 0.0028057098388671875, 0.002365589141845703, 0.003091096878051758, 0.003475666046142578, 0.002483367919921875, 0.003659963607788086, 0.003286123275756836, 0.0034356117248535156, 0.0032286643981933594, 0.003113985061645508, 0.0032591819763183594, 0.0028820037841796875, 0.003306865692138672, 0.0032863616943359375, 0.0032417774200439453, 0.0030164718627929688, 0.003100156784057617, 0.003317594528198242, 0.003228425979614258, 0.003353118896484375, 0.0032477378845214844, 0.0034558773040771484, 0.0035238265991210938, 0.003466367721557617, 0.0034971237182617188, 0.003508329391479492, 0.0036280155181884766, 0.0034418106079101562, 0.003777027130126953, 0.003671407699584961, 0.0032613277435302734, 0.0032205581665039062, 0.003204822540283203, 0.002843141555786133, 0.003365039825439453, 0.003220796585083008, 0.003065347671508789, 0.0032377243041992188, 0.0032815933227539062, 0.0032553672790527344, 0.0031697750091552734, 0.002931833267211914, 0.0034475326538085938, 0.0033082962036132812, 0.0035588741302490234, 0.0036253929138183594, 0.0029366016387939453, 0.003197908401489258, 0.003133535385131836, 0.0028557777404785156, 0.003261566162109375, 0.004029750823974609, 0.0032663345336914062, 0.0028476715087890625, 0.002952098846435547, 0.003106355667114258, 0.003094911575317383, 0.0027930736541748047, 0.003278970718383789, 0.002887248992919922, 0.00313568115234375, 0.003403186798095703, 0.002718687057495117, 0.0031790733337402344, 0.0029723644256591797, 0.00325775146484375, 0.003297567367553711, 0.0034074783325195312, 0.0034956932067871094, 0.003201007843017578, 0.003309011459350586, 0.0032262802124023438, 0.0035839080810546875, 0.0032134056091308594, 0.002590656280517578, 0.0035352706909179688, 0.0031893253326416016, 0.003244161605834961, 0.003320932388305664, 0.0030672550201416016, 0.003087759017944336, 0.002738475799560547, 0.003065347671508789, 0.003298044204711914, 0.003174304962158203, 0.0033097267150878906, 0.003376483917236328, 0.0031850337982177734, 0.003055572509765625, 0.0031058788299560547, 0.0031821727752685547, 0.0030066967010498047, 0.0033414363861083984, 0.0032892227172851562, 0.0029401779174804688, 0.0032134056091308594, 0.0030968189239501953, 0.003114461898803711, 0.0033478736877441406, 0.002593517303466797, 0.003194093704223633, 0.0034759044647216797, 0.00305938720703125, 0.002589702606201172, 0.0030181407928466797, 0.0033559799194335938, 0.003450632095336914, 0.0031709671020507812, 0.003027677536010742, 0.002947092056274414, 0.0031888484954833984, 0.0032367706298828125, 0.003241300582885742, 0.0034270286560058594, 0.0029001235961914062, 0.003183126449584961, 0.0028464794158935547, 0.0032117366790771484, 0.0031347274780273438, 0.002960205078125, 0.0030934810638427734, 0.003013134002685547, 0.0031805038452148438, 0.00276947021484375, 0.0030791759490966797, 0.003551959991455078, 0.003410816192626953, 0.0030999183654785156, 0.003812551498413086, 0.0032274723052978516, 0.003281831741333008, 0.0031249523162841797, 0.0027348995208740234, 0.0033273696899414062, 0.0030214786529541016, 0.002847433090209961, 0.0026624202728271484, 0.002771139144897461, 0.0028159618377685547, 0.003172159194946289, 0.003149271011352539, 0.003518342971801758, 0.0033190250396728516, 0.0034837722778320312, 0.0037941932678222656, 0.003114938735961914, 0.003206014633178711, 0.0034461021423339844, 0.003309965133666992, 0.0026307106018066406, 0.0032529830932617188, 0.002995729446411133, 0.0032312870025634766, 0.00313568115234375, 0.0035076141357421875, 0.0031766891479492188, 0.0030519962310791016, 0.003354310989379883, 0.003206014633178711, 0.003959178924560547, 0.003346681594848633, 0.0031523704528808594, 0.00334930419921875, 0.003393411636352539, 0.0034759044647216797, 0.003342151641845703, 0.0027627944946289062, 0.0032091140747070312, 0.003444671630859375, 0.0032732486724853516, 0.0032694339752197266, 0.002931833267211914, 0.003288745880126953, 0.0033032894134521484, 0.0033190250396728516, 0.00321197509765625, 0.002978086471557617, 0.0031919479370117188, 0.0035452842712402344, 0.0032775402069091797, 0.0030863285064697266, 0.005364418029785156, 0.004652738571166992, 0.0045948028564453125, 0.004492521286010742, 0.0042722225189208984, 0.003839731216430664, 0.004422903060913086, 0.004555940628051758, 0.004465818405151367, 0.003187894821166992, 0.0028145313262939453, 0.003168821334838867, 0.002515077590942383, 0.0024225711822509766, 0.002706766128540039, 0.0027570724487304688, 0.0031180381774902344, 0.0035331249237060547, 0.003119230270385742, 0.0031566619873046875, 0.002946615219116211, 0.003031492233276367, 0.0025615692138671875, 0.0032143592834472656, 0.0030791759490966797, 0.0026051998138427734, 0.0031113624572753906, 0.0028314590454101562, 0.002892732620239258, 0.003068208694458008, 0.0027801990509033203, 0.0031261444091796875, 0.0033440589904785156, 0.0031747817993164062, 0.003092050552368164, 0.0032727718353271484, 0.0033473968505859375, 0.0031633377075195312, 0.002912759780883789, 0.003275156021118164, 0.0031447410583496094, 0.003475666046142578, 0.003262758255004883, 0.002633333206176758, 0.003347158432006836, 0.0029463768005371094, 0.003075122833251953, 0.003051280975341797, 0.002615690231323242, 0.003133058547973633, 0.0028486251831054688, 0.0029082298278808594, 0.0032415390014648438, 0.003107786178588867, 0.0033533573150634766, 0.0033426284790039062, 0.0031893253326416016, 0.003323078155517578, 0.0031943321228027344, 0.003133535385131836, 0.002562999725341797, 0.0031850337982177734, 0.00325775146484375, 0.0031342506408691406, 0.003229856491088867, 0.002651691436767578, 0.0028116703033447266, 0.003091573715209961, 0.002622365951538086, 0.003200531005859375, 0.003634929656982422, 0.002653360366821289, 0.0031092166900634766, 0.0030984878540039062, 0.0031490325927734375, 0.002621173858642578, 0.003422260284423828, 0.0029630661010742188, 0.0032444000244140625, 0.00321197509765625, 0.0029990673065185547, 0.0026352405548095703, 0.003082275390625, 0.0029532909393310547, 0.0030639171600341797, 0.0027971267700195312, 0.0031642913818359375, 0.003304719924926758, 0.00251007080078125, 0.0035223960876464844, 0.003144979476928711, 0.003214120864868164, 0.0031630992889404297, 0.003341197967529297, 0.0032629966735839844, 0.002986907958984375, 0.003283262252807617, 0.00319671630859375, 0.0028302669525146484, 0.0033037662506103516, 0.003072023391723633, 0.006231069564819336, 0.00328826904296875, 0.003319978713989258, 0.003187894821166992, 0.0029075145721435547, 0.0032567977905273438, 0.003575563430786133, 0.0029904842376708984, 0.003023862838745117, 0.003191709518432617, 0.003115415573120117, 0.003297567367553711, 0.003129720687866211, 0.0030243396759033203, 0.0029773712158203125, 0.003040790557861328, 0.002984762191772461, 0.0026259422302246094, 0.0028846263885498047, 0.0024306774139404297, 0.0031576156616210938, 0.002958536148071289, 0.003146648406982422, 0.0031137466430664062, 0.0028641223907470703, 0.003319263458251953, 0.0029370784759521484, 0.0029947757720947266, 0.0030090808868408203, 0.0032384395599365234, 0.0032303333282470703, 0.0033223628997802734, 0.003108501434326172, 0.003137350082397461, 0.0030050277709960938, 0.003204822540283203, 0.0029370784759521484, 0.0029952526092529297, 0.0030028820037841797, 0.003023386001586914, 0.0031774044036865234, 0.003169536590576172, 0.002912759780883789, 0.0029900074005126953, 0.002696514129638672, 0.0033423900604248047, 0.0031757354736328125, 0.0029816627502441406, 0.0030078887939453125, 0.002858877182006836, 0.002727985382080078, 0.002954244613647461, 0.0029730796813964844, 0.003274202346801758, 0.003034830093383789, 0.003228425979614258, 0.0030357837677001953, 0.002989530563354492, 0.003100156784057617, 0.002992391586303711, 0.0031347274780273438, 0.002997159957885742, 0.003142118453979492, 0.003186464309692383, 0.002901315689086914, 0.0031735897064208984, 0.0029921531677246094, 0.0031003952026367188, 0.0031235218048095703, 0.0030493736267089844, 0.003383636474609375, 0.0033419132232666016, 0.003126859664916992, 0.002976655960083008, 0.0031490325927734375, 0.003104686737060547, 0.003604412078857422, 0.0032501220703125, 0.003142118453979492, 0.003286123275756836, 0.003816843032836914, 0.0029320716857910156, 0.002798318862915039, 0.0027031898498535156, 0.0032842159271240234, 0.003122091293334961, 0.0031228065490722656, 0.0032944679260253906, 0.0038111209869384766, 0.0033898353576660156, 0.0035753250122070312, 0.003117084503173828, 0.0031890869140625, 0.0032007694244384766, 0.0034942626953125, 0.002687215805053711, 0.002541065216064453, 0.003087282180786133, 0.002446889877319336, 0.003047466278076172, 0.003264904022216797, 0.0030472278594970703, 0.003088712692260742, 0.0030989646911621094, 0.003131389617919922, 0.0031647682189941406, 0.003041505813598633, 0.0032389163970947266, 0.0032830238342285156, 0.0030951499938964844, 0.0027658939361572266, 0.003635406494140625, 0.0032134056091308594, 0.0032739639282226562, 0.0032112598419189453, 0.0032396316528320312, 0.0032150745391845703, 0.0033979415893554688, 0.003330707550048828, 0.003224611282348633, 0.003482341766357422, 0.0036449432373046875, 0.003131866455078125, 0.0032448768615722656, 0.0031671524047851562, 0.0030126571655273438, 0.003236055374145508, 0.003076791763305664, 0.0026082992553710938, 0.003227710723876953, 0.0036957263946533203, 0.003462553024291992, 0.003090381622314453, 0.003113269805908203, 0.0033347606658935547, 0.003232240676879883, 0.003484964370727539, 0.003362417221069336, 0.0033371448516845703, 0.0035200119018554688, 0.0029897689819335938, 0.0031473636627197266, 0.003319263458251953, 0.0033102035522460938, 0.003115415573120117, 0.0035622119903564453, 0.0033118724822998047, 0.0030641555786132812, 0.003246784210205078, 0.0031347274780273438, 0.00384521484375, 0.0033359527587890625, 0.0034198760986328125, 0.0033159255981445312, 0.0039479732513427734, 0.0037641525268554688, 0.0030574798583984375, 0.0028638839721679688, 0.003371715545654297, 0.002705812454223633, 0.0033142566680908203, 0.0031919479370117188, 0.003251314163208008, 0.0033180713653564453, 0.0031909942626953125, 0.004519462585449219, 0.0033926963806152344, 0.003106355667114258, 0.0033271312713623047, 0.0031824111938476562, 0.003287076950073242, 0.0031676292419433594, 0.0030171871185302734, 0.0030934810638427734, 0.0026521682739257812, 0.0035669803619384766, 0.00323486328125, 0.002631664276123047, 0.0033066272735595703, 0.003144502639770508, 0.0035893917083740234, 0.0032806396484375, 0.0031206607818603516, 0.0033729076385498047, 0.003010272979736328, 0.003988742828369141, 0.0032477378845214844, 0.0031690597534179688, 0.003262042999267578, 0.0033910274505615234, 0.0037119388580322266, 0.0030384063720703125, 0.0029518604278564453, 0.003412008285522461, 0.0033843517303466797, 0.0033082962036132812, 0.0031120777130126953, 0.003534555435180664, 0.0032033920288085938, 0.003210306167602539, 0.004015445709228516, 0.0047626495361328125, 0.0031867027282714844, 0.003541707992553711, 0.0033195018768310547, 0.0035529136657714844, 0.004759311676025391]"
0,378.0,2,3.267,2.3556,31.9843,500,"[0.0030279159545898438, 0.003567934036254883, 0.002896547317504883, 0.0028586387634277344, 0.003255128860473633, 0.0032548904418945312, 0.003200531005859375, 0.0032129287719726562, 0.0031099319458007812, 0.003368854522705078, 0.0024836063385009766, 0.0031282901763916016, 0.0030791759490966797, 0.0027201175689697266, 0.0031707286834716797, 0.0028564929962158203, 0.0032033920288085938, 0.003405332565307617, 0.0032999515533447266, 0.0031366348266601562, 0.002802610397338867, 0.0028150081634521484, 0.0033483505249023438, 0.003450155258178711, 0.003274679183959961, 0.0030291080474853516, 0.003191709518432617, 0.003258228302001953, 0.0032296180725097656, 0.0032854080200195312, 0.0030608177185058594, 0.002827167510986328, 0.0035147666931152344, 0.0029096603393554688, 0.0032117366790771484, 0.0028557777404785156, 0.003396272659301758, 0.003541231155395508, 0.00246429443359375, 0.0032863616943359375, 0.0023813247680664062, 0.0028710365295410156, 0.00331878662109375, 0.003103017807006836, 0.0032722949981689453, 0.002904653549194336, 0.0032362937927246094, 0.0032045841217041016, 0.003057241439819336, 0.003249645233154297, 0.002846956253051758, 0.003446817398071289, 0.0033206939697265625, 0.0036208629608154297, 0.0032105445861816406, 0.0030252933502197266, 0.0031995773315429688, 0.0030641555786132812, 0.003189563751220703, 0.0032231807708740234, 0.0028793811798095703, 0.003161907196044922, 0.0029342174530029297, 0.0032203197479248047, 0.0034742355346679688, 0.0041010379791259766, 0.0033659934997558594, 0.0027077198028564453, 0.0034203529357910156, 0.003444671630859375, 0.003270387649536133, 0.003046751022338867, 0.0023555755615234375, 0.002638101577758789, 0.0024976730346679688, 0.00238037109375, 0.0028531551361083984, 0.0026938915252685547, 0.0027964115142822266, 0.0032262802124023438, 0.003189563751220703, 0.0031473636627197266, 0.003617525100708008, 0.003561258316040039, 0.0034637451171875, 0.0033483505249023438, 0.004299640655517578, 0.003315448760986328, 0.003048419952392578, 0.0027451515197753906, 0.0024564266204833984, 0.0032806396484375, 0.005146026611328125, 0.002835512161254883, 0.0031266212463378906, 0.0030336380004882812, 0.003055572509765625, 0.003036022186279297, 0.0030438899993896484, 0.0032196044921875, 0.003038167953491211, 0.0032994747161865234, 0.0030562877655029297, 0.003047466278076172, 0.0034406185150146484, 0.0030150413513183594, 0.0032258033752441406, 0.0031495094299316406, 0.003164052963256836, 0.0031363964080810547, 0.0026712417602539062, 0.003271341323852539, 0.0031158924102783203, 0.003111124038696289, 0.0033817291259765625, 0.003110647201538086, 0.003272533416748047, 0.0028917789459228516, 0.0033614635467529297, 0.003907203674316406, 0.003148317337036133, 0.0026776790618896484, 0.0024547576904296875, 0.0024068355560302734, 0.003394603729248047, 0.0024721622467041016, 0.0029904842376708984, 0.0032508373260498047, 0.0036389827728271484, 0.0033369064331054688, 0.003022432327270508, 0.0029630661010742188, 0.0033631324768066406, 0.0024709701538085938, 0.0032579898834228516, 0.0031070709228515625, 0.003499746322631836, 0.0030939579010009766, 0.0029671192169189453, 0.004601955413818359, 0.0030846595764160156, 0.003125429153442383, 0.0034699440002441406, 0.003291606903076172, 0.003259897232055664, 0.0033681392669677734, 0.0031023025512695312, 0.0030527114868164062, 0.003230571746826172, 0.003504037857055664, 0.0032188892364501953, 0.003059864044189453, 0.0033235549926757812, 0.003135204315185547, 0.0030660629272460938, 0.003364086151123047, 0.0026786327362060547, 0.0031974315643310547, 0.0029993057250976562, 0.0031156539916992188, 0.003355264663696289, 0.003564596176147461, 0.0027451515197753906, 0.0032536983489990234, 0.0032744407653808594, 0.002750396728515625, 0.0031752586364746094, 0.0029442310333251953, 0.0031049251556396484, 0.003297090530395508, 0.003409862518310547, 0.0033206939697265625, 0.0034151077270507812, 0.0033712387084960938, 0.0031058788299560547, 0.0037734508514404297, 0.0031957626342773438, 0.0031490325927734375, 0.0033080577850341797, 0.0036940574645996094, 0.0035448074340820312, 0.002840757369995117, 0.0028743743896484375, 0.003504037857055664, 0.0035619735717773438, 0.003242969512939453, 0.003414630889892578, 0.0033321380615234375, 0.003204822540283203, 0.0031478404998779297, 0.0033407211303710938, 0.0036580562591552734, 0.0033218860626220703, 0.003285646438598633, 0.0032956600189208984, 0.003412485122680664, 0.0033435821533203125, 0.0032775402069091797, 0.0028486251831054688, 0.0033407211303710938, 0.003100156784057617, 0.0034949779510498047, 0.003140687942504883, 0.0029420852661132812, 0.003194093704223633, 0.0035772323608398438, 0.0032684803009033203, 0.0030002593994140625, 0.0028467178344726562, 0.0031626224517822266, 0.0034394264221191406, 0.003271341323852539, 0.0032660961151123047, 0.003041982650756836, 0.0030918121337890625, 0.003406047821044922, 0.0032978057861328125, 0.0032656192779541016, 0.003072977066040039, 0.0032470226287841797, 0.003473997116088867, 0.0033233165740966797, 0.002955198287963867, 0.0033838748931884766, 0.0033075809478759766, 0.0034770965576171875, 0.003233671188354492, 0.003485441207885742, 0.0031425952911376953, 0.003128528594970703, 0.003292083740234375, 0.0031936168670654297, 0.003141641616821289, 0.003191709518432617, 0.003216266632080078, 0.0033235549926757812, 0.0032694339752197266, 0.003303050994873047, 0.0029480457305908203, 0.0036835670471191406, 0.0032355785369873047, 0.0033528804779052734, 0.0032901763916015625, 0.0035452842712402344, 0.0034818649291992188, 0.00327301025390625, 0.003112316131591797, 0.0030870437622070312, 0.03198432922363281, 0.003347635269165039, 0.0033817291259765625, 0.003153085708618164, 0.002568483352661133, 0.003285646438598633, 0.003363370895385742, 0.0034439563751220703, 0.0031659603118896484, 0.0029726028442382812, 0.003210783004760742, 0.003444671630859375, 0.003428220748901367, 0.00312042236328125, 0.0027251243591308594, 0.003244638442993164, 0.0026459693908691406, 0.003803730010986328, 0.0031800270080566406, 0.003092527389526367, 0.0033044815063476562, 0.003246784210205078, 0.0037653446197509766, 0.003136873245239258, 0.0033299922943115234, 0.0033559799194335938, 0.003529071807861328, 0.0041391849517822266, 0.0033843517303466797, 0.0031118392944335938, 0.0032699108123779297, 0.003064870834350586, 0.0034661293029785156, 0.0033228397369384766, 0.003348112106323242, 0.0031692981719970703, 0.0031952857971191406, 0.0036771297454833984, 0.0028564929962158203, 0.0033512115478515625, 0.003233194351196289, 0.0030298233032226562, 0.002972126007080078, 0.0034499168395996094, 0.0033609867095947266, 0.0033752918243408203, 0.0029735565185546875, 0.004161357879638672, 0.0027437210083007812, 0.0029332637786865234, 0.0035066604614257812, 0.0036971569061279297, 0.0035533905029296875, 0.0034651756286621094, 0.0033783912658691406, 0.0032265186309814453, 0.00263214111328125, 0.002460002899169922, 0.0032172203063964844, 0.003462076187133789, 0.0034902095794677734, 0.0036802291870117188, 0.003660440444946289, 0.002721071243286133, 0.002638578414916992, 0.0032396316528320312, 0.00417327880859375, 0.002439737319946289, 0.003400087356567383, 0.0023941993713378906, 0.003084421157836914, 0.002656221389770508, 0.0033922195434570312, 0.003737211227416992, 0.003038644790649414, 0.0032453536987304688, 0.0037832260131835938, 0.003507852554321289, 0.003175497055053711, 0.0030918121337890625, 0.0032057762145996094, 0.004179239273071289, 0.0033092498779296875, 0.0031647682189941406, 0.0031578540802001953, 0.0026934146881103516, 0.002763986587524414, 0.003264188766479492, 0.002745389938354492, 0.0031511783599853516, 0.003186941146850586, 0.0030074119567871094, 0.002740621566772461, 0.003364086151123047, 0.0033359527587890625, 0.0032014846801757812, 0.0030481815338134766, 0.003274679183959961, 0.0032973289489746094, 0.0032711029052734375, 0.003359556198120117, 0.0032584667205810547, 0.003293752670288086, 0.0032203197479248047, 0.0030508041381835938, 0.00316619873046875, 0.003028392791748047, 0.0032286643981933594, 0.003094911575317383, 0.0030584335327148438, 0.0030395984649658203, 0.0029091835021972656, 0.0033156871795654297, 0.002968311309814453, 0.003047466278076172, 0.0027573108673095703, 0.002977609634399414, 0.0031523704528808594, 0.003029346466064453, 0.0031473636627197266, 0.0032405853271484375, 0.002969980239868164, 0.0028972625732421875, 0.0028836727142333984, 0.0030803680419921875, 0.0027365684509277344, 0.0031080245971679688, 0.003250598907470703, 0.0029036998748779297, 0.0034804344177246094, 0.003087759017944336, 0.003108978271484375, 0.003232240676879883, 0.002885580062866211, 0.0030493736267089844, 0.0031173229217529297, 0.0030319690704345703, 0.003212451934814453, 0.003045797348022461, 0.0028793811798095703, 0.0029494762420654297, 0.0031626224517822266, 0.003104686737060547, 0.003127574920654297, 0.002780914306640625, 0.0029196739196777344, 0.003305673599243164, 0.0033478736877441406, 0.0031938552856445312, 0.003332376480102539, 0.003277301788330078, 0.0038509368896484375, 0.0034875869750976562, 0.00379180908203125, 0.002653837203979492, 0.0038175582885742188, 0.003746509552001953, 0.0027341842651367188, 0.003125429153442383, 0.003184795379638672, 0.0031180381774902344, 0.0037643909454345703, 0.0034563541412353516, 0.003053903579711914, 0.0037009716033935547, 0.0034072399139404297, 0.0032863616943359375, 0.003362894058227539, 0.003019094467163086, 0.002950906753540039, 0.0032558441162109375, 0.0027887821197509766, 0.003294229507446289, 0.0033288002014160156, 0.003137350082397461, 0.0029947757720947266, 0.003212451934814453, 0.0035033226013183594, 0.003111124038696289, 0.0033566951751708984, 0.0033245086669921875, 0.003247976303100586, 0.003761768341064453, 0.00370025634765625, 0.003592252731323242, 0.0031328201293945312, 0.0031087398529052734, 0.003333568572998047, 0.0037195682525634766, 0.0033354759216308594, 0.0031452178955078125, 0.0026504993438720703, 0.0033614635467529297, 0.003359556198120117, 0.004025936126708984, 0.003316640853881836, 0.003133058547973633, 0.0033185482025146484, 0.0032083988189697266, 0.0028328895568847656, 0.003238201141357422, 0.0026717185974121094, 0.003278970718383789, 0.0031299591064453125, 0.003313779830932617, 0.0033218860626220703, 0.003152608871459961, 0.003360748291015625, 0.0029573440551757812, 0.0030107498168945312, 0.003167390823364258, 0.003057241439819336, 0.003317594528198242, 0.0033168792724609375, 0.003139019012451172, 0.0029931068420410156, 0.0026009082794189453, 0.003263711929321289, 0.0032987594604492188, 0.0031070709228515625, 0.0025129318237304688, 0.002384662628173828, 0.003840208053588867, 0.003126859664916992, 0.003081798553466797, 0.003288745880126953, 0.0033555030822753906, 0.0037107467651367188, 0.0029773712158203125, 0.003220796585083008, 0.004035472869873047, 0.0034558773040771484, 0.0035817623138427734, 0.003074169158935547, 0.0031914710998535156, 0.0034894943237304688, 0.004472494125366211, 0.0033049583435058594, 0.0032525062561035156, 0.0032126903533935547, 0.0032567977905273438, 0.00323486328125, 0.0036728382110595703, 0.003236055374145508, 0.0031974315643310547, 0.003330707550048828, 0.004334449768066406, 0.0033049583435058594, 0.004239797592163086, 0.0033643245697021484, 0.0031316280364990234, 0.0031113624572753906]"
